"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.category","Input.preference","Answer.WritingTexts","Answer.doNotRedirect","Approve","Reject"
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","3180JW2OT4DXIZWYCOWGBMEAJPQ5JS","AOPI4DCPSO8H4","Approved","Wed Jun 13 06:28:02 PDT 2018","Wed Jun 13 06:28:36 PDT 2018","Sat Jun 16 06:28:36 PDT 2018","2018-06-16 13:29:00 UTC","","","34","100% (47/47)","100% (47/47)","100% (47/47)","accomodation_type","holiday home","I am looking for a home to rent for the holidays.",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","32SVAV9L3FAJ3R6Q4ZVA3QD7F51A3L","A3GNQDFPZALU92","Approved","Wed Jun 13 05:52:08 PDT 2018","Wed Jun 13 05:52:40 PDT 2018","Sat Jun 16 05:52:40 PDT 2018","2018-06-16 12:53:00 UTC","","","32","100% (47/47)","100% (45/45)","100% (45/45)","accomodation_type","holiday home","I'm looking for a place to stay during the holidays, and I'm wondering if this is that type of place.",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","35GCEFQ6I5PK4ZEYGRB9KJ4GORB3ZK","A1DWJDNFZNQUFC","Approved","Wed Jun 13 06:19:45 PDT 2018","Wed Jun 13 06:20:56 PDT 2018","Sat Jun 16 06:20:56 PDT 2018","2018-06-16 13:21:00 UTC","","","71","100% (42/42)","100% (42/42)","100% (42/42)","accomodation_type","holiday home","We're going on vacation and would like a holiday home.",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","36W0OB37HWFZY7LXVC0BOD5Q7VBZH3","A2PQ6P3N2BYOVZ","Approved","Wed Jun 13 03:55:26 PDT 2018","Wed Jun 13 03:56:44 PDT 2018","Sat Jun 16 03:56:44 PDT 2018","2018-06-16 10:57:01 UTC","","","78","100% (26/26)","100% (26/26)","100% (26/26)","accomodation_type","holiday home","I am looking for a holiday home to rent for a few days , please send me the availability for it",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","379J5II41OH398DRQA1WVVXF06EELM","A2B1YSMEHN1G2K","Approved","Wed Jun 13 04:15:11 PDT 2018","Wed Jun 13 04:15:51 PDT 2018","Sat Jun 16 04:15:51 PDT 2018","2018-06-16 11:16:00 UTC","","","40","100% (11/11)","100% (10/10)","100% (10/10)","accomodation_type","holiday home","I will be traveling soon, I need a holiday home accomodation for my vacation.",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","37Z929RLG99S24QE0ENS63BBVABTS7","A3Q45WBMR8A0N2","Approved","Wed Jun 13 04:43:01 PDT 2018","Wed Jun 13 04:45:01 PDT 2018","Sat Jun 16 04:45:01 PDT 2018","2018-06-16 11:46:00 UTC","","","120","100% (4/4)","100% (4/4)","100% (4/4)","accomodation_type","holiday home","The hotel i'm searching for must have features were many people can be accomodate in single room like a rom containing several small rooms so it could be like holiday home.",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","38JBBYETQOB7B066KI2F9EV4EL14E3","A3CHSKOAWR1DVA","Approved","Wed Jun 13 06:35:43 PDT 2018","Wed Jun 13 06:36:36 PDT 2018","Sat Jun 16 06:36:36 PDT 2018","2018-06-16 13:37:00 UTC","","","53","100% (14/14)","100% (14/14)","100% (14/14)","accomodation_type","holiday home","A place you go only on your holiday",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","39ASUFLU6X8Y92UG4T4K6PS27FPXES","ASFR82SJYMGNU","Approved","Wed Jun 13 04:30:00 PDT 2018","Wed Jun 13 04:30:13 PDT 2018","Sat Jun 16 04:30:13 PDT 2018","2018-06-16 11:31:00 UTC","","","13","100% (55/55)","100% (54/54)","100% (54/54)","accomodation_type","holiday home","I would like a hotel that is a holiday home.",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","3A1PQ49WVHI23B0PN1RJWJLEUG5H13","A3MSDZBF1OIOA6","Approved","Wed Jun 13 04:56:27 PDT 2018","Wed Jun 13 04:56:48 PDT 2018","Sat Jun 16 04:56:48 PDT 2018","2018-06-16 11:57:00 UTC","","","21","100% (54/54)","100% (54/54)","100% (54/54)","accomodation_type","holiday home","I am looking for a holiday home in the mountains.",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","3AQF3RZ558JDW1AGYHF0OU0IMC2F6V","A3D6IPJ4RBCNVY","Approved","Wed Jun 13 04:00:21 PDT 2018","Wed Jun 13 04:00:56 PDT 2018","Sat Jun 16 04:00:56 PDT 2018","2018-06-16 11:01:00 UTC","","","35","100% (54/54)","100% (50/50)","100% (50/50)","accomodation_type","holiday home","Looking for an accommodation which is appropriate to a holiday home",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","3B1NLC6UGZXRK7OGOXKRCFRBIWLGPU","A30UK9O0T10WQR","Approved","Wed Jun 13 03:41:26 PDT 2018","Wed Jun 13 03:42:10 PDT 2018","Sat Jun 16 03:42:10 PDT 2018","2018-06-16 10:43:00 UTC","","","44","100% (54/54)","100% (54/54)","100% (54/54)","accomodation_type","holiday home","Do you have an holiday homes that we could stay in?",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","3F0BG9B9MPO20S5GMHCGJT7UNZU7Y3","A2HM35CWB7IIFM","Approved","Wed Jun 13 06:26:52 PDT 2018","Wed Jun 13 06:27:59 PDT 2018","Sat Jun 16 06:27:59 PDT 2018","2018-06-16 13:28:00 UTC","","","67","100% (28/28)","100% (21/21)","100% (21/21)","accomodation_type","holiday home","I am interested in booking a holiday vacation home for a week or two.",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","3FTYUGLFSUMKFDW62SA58OJXE4BD52","A2B89XBY117QWZ","Approved","Wed Jun 13 04:00:19 PDT 2018","Wed Jun 13 04:01:59 PDT 2018","Sat Jun 16 04:01:59 PDT 2018","2018-06-16 11:02:01 UTC","","","100","100% (13/13)","100% (13/13)","100% (13/13)","accomodation_type","holiday home","holiday cottage, holiday home, or vacation property is accommodation used for holiday vacations. Such properties are typically small homes, such as cottages, that vacationers can rent and run as if it were their own home for the duration of their stay. The properties may be owned by those using them for a vacation, in which case the term second home applies; or may be rented out to holidaymakers through an agency.Terminology varies among countries. In the United Kingdom this type of property is usually termed a holiday home or holiday cottage; in Australia, a holiday house/home, or weekender; in New Zealand, a bach or crib.",""
"3I7KR83SNAE98M6Y7W47ZXO22FI9K8","37UYMO4U6HGDHZJZKVV0JYNMG332Y6","Verbalising Hotel Booking Preferences (English)","Given a hotel search preference (e.g. 'with swimming pool'), verbalise/write/transcript it as a query in natural language","writing, fast, simple, language, write, paraphrase, dialog","$0.10","Wed Jun 13 03:08:05 PDT 2018","20","BatchId:3267171;OriginalHitTemplateId:712361150;","240","259200","Tue Jul 03 03:08:05 PDT 2018","","","3IXEICO792KNF6SHT1KP5YFJDLNT6U","A16D4KC40UINI1","Approved","Wed Jun 13 05:49:07 PDT 2018","Wed Jun 13 05:49:41 PDT 2018","Sat Jun 16 05:49:41 PDT 2018","2018-06-16 12:50:00 UTC","","","34","100% (50/50)","100% (50/50)","100% (50/50)","accomodation_type","holiday home","I am in need of accommodations that can be used as a holiday home for my family.",""
